X,Result
-10.0,-0.8390715290762734
-9.99,-0.8444696962886101
-9.98,-0.8497834172350389
-9.97,-0.8550121605478931
-9.96,-0.8601554033571991
-9.950000000000001,-0.865212631342962
-9.940000000000001,-0.8701833387865978
-9.930000000000001,-0.8750670286215042
-9.920000000000002,-0.8798632124827676
-9.910000000000002,-0.8845714107559989
-9.900000000000002,-0.8891911526252946
-9.890000000000002,-0.8937219761203165
-9.880000000000003,-0.8981634281624922
-9.870000000000003,-0.9025150646103179
-9.860000000000003,-0.9067764503037753
-9.850000000000003,-0.9109471591078467
-9.840000000000003,-0.9150267739551273
-9.830000000000004,-0.9190148868875313
-9.820000000000004,-0.9229110990970896
-9.810000000000004,-0.9267150209658277
-9.800000000000004,-0.9304262721047288
-9.790000000000004,-0.9340444813917721
-9.780000000000005,-0.9375692870090439
-9.770000000000005,-0.9410003364789193
-9.760000000000005,-0.944337286699311
-9.750000000000005,-0.947579803977978
-9.740000000000006,-0.9507275640658943
-9.730000000000006,-0.9537802521896741
-9.720000000000006,-0.9567375630830489
-9.710000000000006,-0.9595992010173937
-9.700000000000006,-0.962364879832241
-9.690000000000007,-0.9650343229600405
-9.680000000000007,-0.967607263459745
-9.670000000000007,-0.9700834440394479
-9.660000000000007,-0.9724626170831544
-9.650000000000007,-0.9747445446755416
-9.640000000000008,-0.9769289986257518
-9.630000000000008,-0.9790157604902097
-9.620000000000008,-0.9810046215944671
-9.610000000000008,-0.9828953830540706
-9.600000000000009,-0.9846878557944494
-9.590000000000009,-0.9863818605698231
-9.580000000000009,-0.9879772279811252
-9.57000000000001,-0.9894737984929439
-9.56000000000001,-0.9908714224494747
-9.55000000000001,-0.9921699600894865
-9.54000000000001,-0.9933692815602974
-9.53000000000001,-0.9944692669307588
-9.52000000000001,-0.9954698062032508
-9.51000000000001,-0.9963707993246792
-9.50000000000001,-0.9971721561964835
-9.49000000000001,-0.9978737966836431
-9.480000000000011,-0.9984756506226945
-9.470000000000011,-0.9989776578287449
-9.460000000000012,-0.9993797681014919
-9.450000000000012,-0.9996819412302436
-9.440000000000012,-0.999884146997938
-9.430000000000012,-0.9999863651841678
-9.420000000000012,-0.999988585567199
-9.410000000000013,-0.9998908079249954
-9.400000000000013,-0.9996930420352389
-9.390000000000013,-0.9993953076743541
-9.380000000000013,-0.9989976346155294
-9.370000000000013,-0.9985000626257385
-9.360000000000014,-0.9979026414617659
-9.350000000000014,-0.9972054308652302
-9.340000000000014,-0.99640850055661
-9.330000000000014,-0.9955119302282721
-9.320000000000014,-0.9945158095365022
-9.310000000000015,-0.9934202380925392
-9.300000000000015,-0.9922253254526144
-9.290000000000015,-0.9909311911069962
-9.280000000000015,-0.9895379644680408
-9.270000000000016,-0.9880457848572508
-9.260000000000016,-0.986454801490422
-9.250000000000016,-0.9847651734665145
-9.240000000000016,-0.9829770697458836
-9.230000000000016,-0.9810906691374129
-9.220000000000017,-0.9791061602795921
-9.210000000000017,-0.9770237416216543
-9.200000000000017,-0.9748436214037305
